# source: papers/2026-06-residual-return-learning/residual_return_learning.tex; generated by: code/2026-06-residual-return-learning/capacity_fisher.py
seed,minpoly_coeffs,degree,coeff_height,sum_of_squares,mahler_measure,gain
2*sqrt6,[1,0,-24],2,24,577,24.0,96
sqrt7,[1,0,-7],2,7,50,7.0,56
